identifier,title,state,current_labels,matching_area_labels,lane,action,reason,status,error,url
MARPA-128,"Implement reality ingest stubs → real pipelines (drone, splat, point cloud, mirror sync)",Backlog,agent-ready,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-128/implement-reality-ingest-stubs-real-pipelines-drone-splat-point-cloud
MARPA-127,"[#17] Implement scripts/audit-dead-dna.sh full check (parse registries, scan invocations, fail on past-target DEFERRED)",Backlog,"agent-ready, meta-harness",meta-harness,hermes,label,matched area labels: meta-harness,dry-run,,https://linear.app/00-command-center/issue/MARPA-127/17-implement-scriptsaudit-dead-dnash-full-check-parse-registries-scan
MARPA-126,[#18] Wire audit-dead-dna.sh into docs-sync-check.yml as Job 12 (Always-Running CI/CD Health Loop),Backlog,"agent-ready, meta-harness",meta-harness,hermes,label,matched area labels: meta-harness,dry-run,,https://linear.app/00-command-center/issue/MARPA-126/18-wire-audit-dead-dnash-into-docs-sync-checkyml-as-job-12-always
MARPA-125,[#19] Capability harvest pass on Graphify (parisgroup) after Phase 1 install — first real ACTIVE/DEFERRED reconciliation,Backlog,"agent-ready, meta-harness",meta-harness,hermes,label,matched area labels: meta-harness,dry-run,,https://linear.app/00-command-center/issue/MARPA-125/19-capability-harvest-pass-on-graphify-parisgroup-after-phase-1
MARPA-124,[#20] Full implementation of scripts/ingest-tutorials.py (graphifyy YouTube ingestion + Pixeltable insert),Backlog,"agent-ready, knowledge-substrate, meta-harness","knowledge-substrate, meta-harness",hermes,label,"matched area labels: knowledge-substrate, meta-harness",dry-run,,https://linear.app/00-command-center/issue/MARPA-124/20-full-implementation-of-scriptsingest-tutorialspy-graphifyy-youtube
MARPA-123,[#21] Full implementation of scripts/ingest-research.py (PDF/HTML/MD → pxt.Document rows),Backlog,"agent-ready, knowledge-substrate, meta-harness","knowledge-substrate, meta-harness",hermes,label,"matched area labels: knowledge-substrate, meta-harness",dry-run,,https://linear.app/00-command-center/issue/MARPA-123/21-full-implementation-of-scriptsingest-researchpy-pdfhtmlmd
MARPA-122,[#22] First harvest pass on Graphify + GitNexus + InfraNodus tutorial coverage (#20 + #21 against curated manifests),Backlog,"agent-ready, knowledge-substrate, meta-harness","knowledge-substrate, meta-harness",hermes,label,"matched area labels: knowledge-substrate, meta-harness",dry-run,,https://linear.app/00-command-center/issue/MARPA-122/22-first-harvest-pass-on-graphify-gitnexus-infranodus-tutorial
MARPA-121,[#23] Full implementation of meta/harness/docs/score-docs.sh (weighted composite per GOAL.md formula),Backlog,"agent-ready, docs-harness, meta-harness","docs-harness, meta-harness",hermes,label,"matched area labels: docs-harness, meta-harness",dry-run,,https://linear.app/00-command-center/issue/MARPA-121/23-full-implementation-of-metaharnessdocsscore-docssh-weighted
MARPA-120,"[#24] Full implementation of sync-doc-mirrors.sh + ingest-docs.py (sparse clones, git-sha tracking, manifest-driven sync; iTwin + CityGML feasibility check)",Backlog,"agent-ready, docs-harness, meta-harness","docs-harness, meta-harness",hermes,label,"matched area labels: docs-harness, meta-harness",dry-run,,https://linear.app/00-command-center/issue/MARPA-120/24-full-implementation-of-sync-doc-mirrorssh-ingest-docspy-sparse
MARPA-119,[#25] Full implementation of detect-doc-gaps.py (cross-reference capability registries ACTIVE rows against doc corpus),Backlog,"agent-ready, docs-harness, meta-harness","docs-harness, meta-harness",hermes,label,"matched area labels: docs-harness, meta-harness",dry-run,,https://linear.app/00-command-center/issue/MARPA-119/25-full-implementation-of-detect-doc-gapspy-cross-reference-capability
MARPA-118,[#26] Wire docs-harness scoring into Global Meta-Harness composite via lattice/harness/health_snapshots,Backlog,"agent-ready, docs-harness, meta-harness","docs-harness, meta-harness",hermes,label,"matched area labels: docs-harness, meta-harness",dry-run,,https://linear.app/00-command-center/issue/MARPA-118/26-wire-docs-harness-scoring-into-global-meta-harness-composite-via
MARPA-117,[#241] skills-registry-populate — first batch of harvested skills into lattice/knowledge/skills_registry,Backlog,"agent-ready, knowledge-substrate, meta-harness","knowledge-substrate, meta-harness",hermes,label,"matched area labels: knowledge-substrate, meta-harness",dry-run,,https://linear.app/00-command-center/issue/MARPA-117/241-skills-registry-populate-first-batch-of-harvested-skills-into
MARPA-116,[#242] embeddings-audit — verify all doc_chunks + tutorial_sentences + research_chunks have non-null embeddings,Backlog,"agent-ready, docs-harness, knowledge-substrate, meta-harness","docs-harness, knowledge-substrate, meta-harness",hermes,label,"matched area labels: docs-harness, knowledge-substrate, meta-harness",dry-run,,https://linear.app/00-command-center/issue/MARPA-116/242-embeddings-audit-verify-all-doc-chunks-tutorial-sentences-research
MARPA-115,Ingest MARPA research corpus into lattice/knowledge/research_docs via scripts/ingest-research.py,Backlog,"agent-ready, knowledge-substrate, meta-harness","knowledge-substrate, meta-harness",hermes,label,"matched area labels: knowledge-substrate, meta-harness",dry-run,,https://linear.app/00-command-center/issue/MARPA-115/ingest-marpa-research-corpus-into-latticeknowledgeresearch-docs-via
MARPA-114,T16 ROOT — Animated Triangle Profile with Audio,Todo,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-114/t16-root-animated-triangle-profile-with-audio
MARPA-113,T15 SUBGRADE_R — Animated Triangle Profile with Audio,Todo,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-113/t15-subgrade-r-animated-triangle-profile-with-audio
MARPA-112,T14 INDEX_R — Animated Triangle Profile with Audio,Todo,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-112/t14-index-r-animated-triangle-profile-with-audio
MARPA-111,T13 INDEX_L — Animated Triangle Profile with Audio,Todo,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-111/t13-index-l-animated-triangle-profile-with-audio
MARPA-110,T12 SUBGRADE_L — Animated Triangle Profile with Audio,Todo,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-110/t12-subgrade-l-animated-triangle-profile-with-audio
MARPA-109,T11 CLASSIFY_R — Animated Triangle Profile with Audio,Todo,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-109/t11-classify-r-animated-triangle-profile-with-audio
MARPA-108,T10 CLASSIFY_L — Animated Triangle Profile with Audio,Todo,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-108/t10-classify-l-animated-triangle-profile-with-audio
MARPA-107,T09 HORIZON — Animated Triangle Profile with Audio,Todo,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-107/t09-horizon-animated-triangle-profile-with-audio
MARPA-106,T08 ENVIRON_F — Animated Triangle Profile with Audio,Todo,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-106/t08-environ-f-animated-triangle-profile-with-audio
MARPA-105,T07 ENVIRON — Animated Triangle Profile with Audio,Todo,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-105/t07-environ-animated-triangle-profile-with-audio
MARPA-104,T06 ECOLOGY — Animated Triangle Profile with Audio,Todo,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-104/t06-ecology-animated-triangle-profile-with-audio
MARPA-103,T05 STEWARD — Animated Triangle Profile with Audio,Todo,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-103/t05-steward-animated-triangle-profile-with-audio
MARPA-102,T04 GRADE — Animated Triangle Profile with Audio,Todo,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-102/t04-grade-animated-triangle-profile-with-audio
MARPA-101,T03 SURVEY — Animated Triangle Profile with Audio,Todo,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-101/t03-survey-animated-triangle-profile-with-audio
MARPA-100,T02 FORM — Animated Triangle Profile with Audio,Todo,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-100/t02-form-animated-triangle-profile-with-audio
MARPA-99,T01 CONTEXT — Animated Triangle Profile with Audio,Todo,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-99/t01-context-animated-triangle-profile-with-audio
MARPA-98,Build Linear Ticket Writer agent with conversation-aware acceptance criteria,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-98/build-linear-ticket-writer-agent-with-conversation-aware-acceptance
MARPA-97,Wire CopilotKit: frontend agents controlling everything,Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-97/wire-copilotkit-frontend-agents-controlling-everything
MARPA-96,"Research: CopilotKit, AG-UI, LiveKit, A2UI, MCP-UI, Thesys C1",Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-96/research-copilotkit-ag-ui-livekit-a2ui-mcp-ui-thesys-c1
MARPA-95,"Codebase inventory: scan, visualize, load into databases",Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-95/codebase-inventory-scan-visualize-load-into-databases
MARPA-94,"Streamline documentation — one doc per topic, Obsidian is home",Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-94/streamline-documentation-one-doc-per-topic-obsidian-is-home
MARPA-93,Pretext canvas rendering live pipeline data,Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-93/pretext-canvas-rendering-live-pipeline-data
MARPA-92,Set up agentmail inboxes for 12 profiled agents,Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-92/set-up-agentmail-inboxes-for-12-profiled-agents
MARPA-91,Connect Inngest events to UI — real-time pipeline progress,Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-91/connect-inngest-events-to-ui-real-time-pipeline-progress
MARPA-90,Wire agent-im MCP as message bus between UI and agents,Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-90/wire-agent-im-mcp-as-message-bus-between-ui-and-agents
MARPA-89,Merge feat/turborepo-migration to main,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-89/merge-featturborepo-migration-to-main
MARPA-88,SESSION 4 MASTER PLAN: Activate 78% — consolidated from 3 research scouts + council,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-88/session-4-master-plan-activate-78percent-consolidated-from-3-research
MARPA-87,IMPLEMENT: Wire InfraNodus — MCP server + Obsidian plugin + gap analysis,Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-87/implement-wire-infranodus-mcp-server-obsidian-plugin-gap-analysis
MARPA-86,BRAINSTORM: Consult all agents — what features can we create that don't exist yet?,Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-86/brainstorm-consult-all-agents-what-features-can-we-create-that-dont
MARPA-85,"CREATE SKILL: changelog-auditor — read changelogs, find new features, map to GRAFTKIT",Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-85/create-skill-changelog-auditor-read-changelogs-find-new-features-map
MARPA-84,AUDIT: Feature utilization at 22% — changelog audit for all 12 systems,Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-84/audit-feature-utilization-at-22percent-changelog-audit-for-all-12
MARPA-83,RESEARCH: Evaluation frameworks for codebase + agent quality assessment,Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-83/research-evaluation-frameworks-for-codebase-agent-quality-assessment
MARPA-82,IMPLEMENT: Wire OMEGA persistent memory MCP — currently permitted but not connected,Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-82/implement-wire-omega-persistent-memory-mcp-currently-permitted-but-not
MARPA-81,IMPLEMENT: Training data collection for model fine-tuning via Overgraft loop,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-81/implement-training-data-collection-for-model-fine-tuning-via-overgraft
MARPA-80,RESOURCE: Shader components + HTML theme transitions via fragment shaders,Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-80/resource-shader-components-html-theme-transitions-via-fragment-shaders
MARPA-79,"RESOURCE: Blueprint.am — build hardware (robots, drones, wearables)",Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-79/resource-blueprintam-build-hardware-robots-drones-wearables
MARPA-78,"RESOURCE: Claude Code leak analysis — KAIROS, Fennec, Advisor Agent",Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-78/resource-claude-code-leak-analysis-kairos-fennec-advisor-agent
MARPA-77,"RESOURCE: Verticals — automated YouTube Shorts ($0.11/short, multi-LLM)",Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-77/resource-verticals-automated-youtube-shorts-dollar011short-multi-llm
MARPA-76,RESOURCE: Text-to-CAD in browser via WebAssembly — export STL/SCAD,Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-76/resource-text-to-cad-in-browser-via-webassembly-export-stlscad
MARPA-75,RESOURCE: Orchestra — Research IDE for researchers,Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-75/resource-orchestra-research-ide-for-researchers
MARPA-74,RESOURCE: Repo-to-Prompt — reverse engineer repos into original prompts,Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-74/resource-repo-to-prompt-reverse-engineer-repos-into-original-prompts
MARPA-73,RESOURCE: WorldGen — text-to-3D world (FLUX + UniK3D Gaussian splatting),Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-73/resource-worldgen-text-to-3d-world-flux-unik3d-gaussian-splatting
MARPA-72,RESOURCE: MiroShark — AI swarm simulation with Neo4j knowledge graph,Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-72/resource-miroshark-ai-swarm-simulation-with-neo4j-knowledge-graph
MARPA-71,IMPLEMENT: Semantic Observability — emergent behavior discovery for agents,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-71/implement-semantic-observability-emergent-behavior-discovery-for
MARPA-70,RESOURCE: NVIDIA PersonaPlex 7B — real-time full-duplex voice AI,Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-70/resource-nvidia-personaplex-7b-real-time-full-duplex-voice-ai
MARPA-69,RESOURCE: free-coding-models — 174 AI models from 23 providers,Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-69/resource-free-coding-models-174-ai-models-from-23-providers
MARPA-68,REVIEW QUEUE: Manufact — MCP-first product philosophy,Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-68/review-queue-manufact-mcp-first-product-philosophy
MARPA-67,REVIEW QUEUE: Claude Code AI Design Tool + GSAP animations,Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-67/review-queue-claude-code-ai-design-tool-gsap-animations
MARPA-66,REVIEW QUEUE: AgentFiles 0.6.0 — Obsidian agent conversation filter,Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-66/review-queue-agentfiles-060-obsidian-agent-conversation-filter
MARPA-65,REVIEW QUEUE: Cabinet — LLM knowledge base (Karpathy-inspired),Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-65/review-queue-cabinet-llm-knowledge-base-karpathy-inspired
MARPA-64,REVIEW QUEUE: E2B sandboxed coding agents infrastructure,Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-64/review-queue-e2b-sandboxed-coding-agents-infrastructure
MARPA-63,REVIEW QUEUE: Mastra metrics dashboard + observability pipeline,Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-63/review-queue-mastra-metrics-dashboard-observability-pipeline
MARPA-62,IMPLEMENT: CopilotKit Open MCP Client — MCP app builder UI,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-62/implement-copilotkit-open-mcp-client-mcp-app-builder-ui
MARPA-61,IMPLEMENT: Hermes Agent v0.7.0 — memory plugin system update,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-61/implement-hermes-agent-v070-memory-plugin-system-update
MARPA-60,IMPLEMENT: Pretext + Textstring frontend demo — dynamic video from text,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-60/implement-pretext-textstring-frontend-demo-dynamic-video-from-text
MARPA-59,IMPLEMENT: Obsidian Mind — persistent memory template for Claude Code,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-59/implement-obsidian-mind-persistent-memory-template-for-claude-code
MARPA-58,"marimo reads all system docs — dashboards pull from journals, DBs, protocol",Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-58/marimo-reads-all-system-docs-dashboards-pull-from-journals-dbs
MARPA-57,All actionable directives go into Linear — protocol rule,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-57/all-actionable-directives-go-into-linear-protocol-rule
MARPA-56,Obsidian integration — second brain for GRAFTKIT knowledge,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-56/obsidian-integration-second-brain-for-graftkit-knowledge
MARPA-55,Database architecture documentation — what each DB is for,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-55/database-architecture-documentation-what-each-db-is-for
MARPA-54,"Documentation update protocol — same doc, updated in place, every time",Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-54/documentation-update-protocol-same-doc-updated-in-place-every-time
MARPA-53,Agent Research Journals — each agent gets a persistent journal,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-53/agent-research-journals-each-agent-gets-a-persistent-journal
MARPA-52,Publish team/ agent variants to library.yaml with gist sources,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-52/publish-team-agent-variants-to-libraryyaml-with-gist-sources
MARPA-51,Electrobun: create app entrypoint (src/bun/index.ts) for desktop builds,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-51/electrobun-create-app-entrypoint-srcbunindexts-for-desktop-builds
MARPA-50,Add scripts/ and references/ dirs to stack-specific skills,Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-50/add-scripts-and-references-dirs-to-stack-specific-skills
MARPA-49,Migrate Pretext from frontend/ to app/ (Next.js 16),Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-49/migrate-pretext-from-frontend-to-app-nextjs-16
MARPA-48,"Add trending resources to Engraft: deer-flow, awesome-claude-code, last30days, chandra",Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-48/add-trending-resources-to-engraft-deer-flow-awesome-claude-code
MARPA-47,Integrate autoagent + hermes-agent + AI-Scientist-v2 into Overgraft self-improvement loop,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-47/integrate-autoagent-hermes-agent-ai-scientist-v2-into-overgraft-self
MARPA-46,Evaluate open-multi-agent framework for Graftline orchestration,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-46/evaluate-open-multi-agent-framework-for-graftline-orchestration
MARPA-45,Enforce mandatory boot sequence: Preflight → Documenter → PM → Team,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-45/enforce-mandatory-boot-sequence-preflight-documenter-pm-team
MARPA-44,Documenter-Reviewer: Mandatory CXML session rendering after every session,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-44/documenter-reviewer-mandatory-cxml-session-rendering-after-every
MARPA-43,PM mandatory briefing: Deploy Documenter-Reviewer FIRST every session,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-43/pm-mandatory-briefing-deploy-documenter-reviewer-first-every-session
MARPA-42,Create stack-specific skills for GRAFTKIT technologies,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-42/create-stack-specific-skills-for-graftkit-technologies
MARPA-41,Design + deploy Agent Team for GRAFTKIT .claude/ buildout,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-41/design-deploy-agent-team-for-graftkit-claude-buildout
MARPA-40,Connect GitHub to Linear + cloud agent PR reviews,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-40/connect-github-to-linear-cloud-agent-pr-reviews
MARPA-39,Set up scheduled tasks for GRAFTKIT automation,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-39/set-up-scheduled-tasks-for-graftkit-automation
MARPA-38,Set up Agent Teams for GRAFTKIT Graftline,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-38/set-up-agent-teams-for-graftkit-graftline
MARPA-37,"Rewrite CLAUDE.md for context efficiency (stable first, dynamic last)",Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-37/rewrite-claudemd-for-context-efficiency-stable-first-dynamic-last
MARPA-36,Configure MCP servers in settings.json,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-36/configure-mcp-servers-in-settingsjson
MARPA-35,Create .claude/rules/ with path-scoped rules,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-35/create-clauderules-with-path-scoped-rules
MARPA-34,Create GRAFTKIT skills with proper SKILL.md frontmatter,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-34/create-graftkit-skills-with-proper-skillmd-frontmatter
MARPA-33,Create GRAFTKIT slash commands (.claude/commands/),Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-33/create-graftkit-slash-commands-claudecommands
MARPA-32,Create output styles for GRAFTKIT (IndyDevDan pattern),Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-32/create-output-styles-for-graftkit-indydevdan-pattern
MARPA-31,Create GRAFTKIT-specific subagent definitions (.claude/agents/),Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-31/create-graftkit-specific-subagent-definitions-claudeagents
MARPA-30,Implement observability event system (send_event.py + server),Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-30/implement-observability-event-system-send-eventpy-server
MARPA-29,Create statusLine Python script (IndyDevDan v6+ pattern),Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-29/create-statusline-python-script-indydevdan-v6-pattern
MARPA-28,Implement 14+ Python hook handlers (IndyDevDan pattern),Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-28/implement-14-python-hook-handlers-indydevdan-pattern
MARPA-27,Rewrite settings.json following IndyDevDan hooks-mastery pattern,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-27/rewrite-settingsjson-following-indydevdan-hooks-mastery-pattern
MARPA-26,Configure cgpu for cloud GPU access,Backlog,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-26/configure-cgpu-for-cloud-gpu-access
MARPA-25,Pull and configure Gemma 4 models via Apple MLX (not Ollama),Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-25/pull-and-configure-gemma-4-models-via-apple-mlx-not-ollama
MARPA-24,Set up marimo dashboard + control surfaces,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-24/set-up-marimo-dashboard-control-surfaces
MARPA-23,Wire Pixeltable + LATTICE databases into backend,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-23/wire-pixeltable-lattice-databases-into-backend
MARPA-22,Verify ALL installed tools work end-to-end,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-22/verify-all-installed-tools-work-end-to-end
MARPA-21,Deep .claude/ configuration audit across all projects,Done,,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-21/deep-claude-configuration-audit-across-all-projects
MARPA-20,Obsolete backup presentation with forbidden equity values retained,Backlog,Improvement,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-20/obsolete-backup-presentation-with-forbidden-equity-values-retained
MARPA-19,Duplicate Valuation Framework presentations in delivery package,Backlog,Improvement,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-19/duplicate-valuation-framework-presentations-in-delivery-package
MARPA-18,V2: PRD-010 references non-existent audio_durations.json,Backlog,Feature,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-18/v2-prd-010-references-non-existent-audio-durationsjson
